,alcohol,volatile acidity,free sulfur dioxide,density,total sulfur dioxide,pH,fixed acidity,residual sugar,sulphates,quality
1502,9.2,0.3,17.0,0.9933,121.0,3.13,6.6,1.2,0.36,5.0
1503,12.6,0.36,24.0,0.9909,124.0,3.27,6.8,4.6,0.34,7.0
1504,12.2,0.17,24.0,0.9942,126.0,3.26,7.0,12.8,0.38,8.0
1505,9.8,0.18,39.0,0.9945,130.0,3.04,9.2,1.5,0.49,7.0
1506,11.0,0.2,51.0,0.9954,205.0,3.1,8.1,8.1,0.52,6.0
1507,10.0,0.26,59.0,0.996,160.0,3.22,7.8,7.5,0.64,6.0
1508,9.8,0.21,50.0,0.9991,170.0,3.55,6.8,14.5,0.44,6.0
1509,10.5,0.2,15.0,0.993,144.0,3.16,7.9,1.6,0.47,5.0
1510,10.0,0.18,10.0,0.9942,145.0,3.23,8.0,1.8,0.48,5.0
1511,11.2,0.23,15.0,0.9934,126.0,3.02,8.8,3.2,0.51,6.0
1512,11.0,0.22,29.0,0.9939,134.0,2.99,7.3,9.4,0.32,7.0
1513,11.2,0.22,48.0,0.9937,161.0,3.01,7.3,9.9,0.28,6.0
1514,11.0,0.19,26.0,0.994,132.0,2.99,7.4,9.3,0.32,7.0
1515,10.5,0.155,34.0,0.9926,136.0,3.14,7.3,1.3,0.77,6.0
1516,10.6,0.22,53.0,0.9951,154.0,3.02,8.2,9.6,0.33,6.0
1517,10.6,0.24,52.0,0.9952,163.0,3.02,8.2,9.3,0.33,6.0
1518,12.0,0.23,22.0,0.9935,95.0,3.04,8.4,7.8,0.34,6.0
1519,10.1,0.2,34.0,0.9938,169.0,3.05,8.3,1.7,0.37,5.0
1520,10.1,0.2,38.0,0.9939,167.0,3.05,8.3,1.7,0.37,6.0
1521,9.2,0.3,17.0,0.9933,121.0,3.13,6.6,1.2,0.36,5.0
1522,11.0,0.21,15.0,0.9927,164.0,3.25,6.9,1.4,0.63,5.0
1523,10.0,0.25,31.0,0.998,185.0,3.34,8.0,9.0,0.49,6.0
1524,8.7,0.21,41.0,0.9997,158.0,3.28,6.6,18.15,0.39,6.0
1525,8.7,0.27,47.0,0.9981,156.0,3.04,7.2,12.5,0.44,5.0
1526,11.1,0.27,33.0,0.992,156.0,3.15,14.2,1.1,0.54,6.0
1527,11.0,0.28,48.0,0.9954,195.0,3.04,7.9,7.7,0.55,6.0
1528,11.1,0.27,33.0,0.992,156.0,3.15,7.4,1.1,0.54,6.0
1529,8.7,0.21,41.0,0.9997,158.0,3.28,6.6,18.15,0.39,6.0
1530,8.7,0.27,47.0,0.9981,156.0,3.04,7.2,12.5,0.44,5.0
1531,11.2,0.3,26.0,0.9943,174.0,3.1,8.1,8.1,0.3,7.0
1532,11.1,0.23,61.0,0.9941,209.0,3.14,7.5,7.7,0.3,7.0
1533,10.8,0.26,32.0,0.9936,107.0,3.24,7.3,5.0,0.54,6.0
1534,9.0,0.18,44.0,0.9996,176.0,3.38,7.1,15.6,0.67,6.0
1535,10.3,0.15,17.0,0.9932,122.0,3.03,8.5,1.5,0.4,6.0
1536,9.9,0.13,6.0,0.9926,24.0,2.91,8.9,1.0,0.32,5.0
1537,10.0,0.28,32.0,0.9936,148.0,3.13,8.1,1.0,0.41,6.0
1538,9.8,0.17,26.0,0.992,106.0,3.21,6.0,1.0,0.42,6.0
1539,10.8,0.26,32.0,0.9936,107.0,3.24,7.3,5.0,0.54,6.0
1540,9.0,0.18,44.0,0.9996,176.0,3.38,7.1,15.6,0.67,6.0
1541,9.1,0.53,29.0,0.993,86.0,3.16,7.1,0.8,0.32,4.0
1542,10.6,0.16,27.0,0.9924,104.0,3.23,7.2,1.3,0.57,6.0
1543,10.6,0.14,28.0,0.9928,99.0,3.2,7.3,1.1,0.72,6.0
1544,9.9,0.13,6.0,0.9926,24.0,2.91,8.9,1.0,0.32,5.0
1545,10.6,0.12,33.0,0.9952,152.0,3.18,7.9,5.2,0.47,6.0
1546,9.9,0.29,35.0,0.9945,156.0,3.13,6.7,4.7,0.45,6.0
1547,9.9,0.3,36.0,0.9945,158.0,3.12,6.7,4.8,0.45,6.0
1548,12.8,0.36,32.0,0.9903,102.0,3.34,7.1,1.8,0.59,6.0
1549,10.3,0.15,17.0,0.9932,122.0,3.03,8.5,1.5,0.4,6.0
1550,10.6,0.18,36.0,0.9953,157.0,3.18,7.9,5.2,0.48,6.0
1551,8.7,0.19,45.0,0.9936,129.0,3.09,6.6,1.2,0.31,6.0
1552,12.6,0.21,44.0,0.9912,152.0,3.32,7.3,1.8,0.44,7.0
1553,11.0,0.3,25.0,0.9962,156.0,3.43,6.9,7.6,0.63,7.0
1554,11.2,0.42,32.0,0.9965,164.0,3.29,7.9,8.2,0.6,7.0
1555,10.7,0.24,35.0,0.9932,148.0,3.45,6.9,1.3,0.57,7.0
1556,9.6,0.23,45.0,0.9967,182.0,3.08,7.6,10.0,0.58,6.0
1557,10.6,0.18,36.0,0.9953,157.0,3.18,7.9,5.2,0.48,6.0
1558,9.0,0.43,12.0,0.9963,115.0,3.27,6.2,6.4,0.57,4.0
1559,10.5,0.35,14.0,0.992,56.0,2.96,8.8,1.0,0.33,4.0
1560,12.8,0.3,33.0,0.991,156.0,3.29,7.8,1.8,0.52,6.0
1561,10.1,0.28,10.0,0.9958,112.0,3.15,9.1,2.0,0.46,5.0
1562,12.2,0.34,26.0,0.99,126.0,3.3,7.1,1.5,0.33,7.0
1563,12.8,0.3,33.0,0.991,156.0,3.29,7.8,1.8,0.52,6.0
1564,10.1,0.28,10.0,0.9958,112.0,3.15,9.1,2.0,0.46,5.0
1565,10.1,0.19,29.0,0.9938,117.0,3.14,8.5,3.5,0.51,6.0
1566,9.2,0.18,36.0,0.9996,158.0,3.06,7.6,18.05,0.41,5.0
1567,9.9,0.19,19.0,0.9946,110.0,3.33,7.5,1.8,0.44,5.0
1568,9.7,0.3,49.0,0.9974,188.0,3.52,7.4,8.2,0.58,6.0
1569,9.9,0.3,35.0,0.9945,157.0,3.21,6.7,5.0,0.46,5.0
1570,9.9,0.3,36.0,0.9946,159.0,3.21,6.6,4.6,0.45,5.0
1571,9.7,0.3,49.0,0.9974,188.0,3.52,7.4,8.2,0.58,6.0
1572,10.3,0.22,50.0,0.9957,168.0,3.54,6.9,7.0,0.5,6.0
1573,10.3,0.26,21.0,0.9931,116.0,3.16,7.8,3.1,0.35,5.0
1574,10.5,0.17,23.0,0.9947,108.0,2.88,8.5,8.8,0.34,4.0
1575,10.5,0.17,61.0,0.9953,182.0,3.63,6.8,2.4,0.76,6.0
1576,9.8,0.27,20.0,0.9931,74.0,3.32,6.2,1.4,0.44,6.0
1577,10.6,0.64,17.0,0.9946,128.0,3.31,7.1,1.8,0.58,4.0
1578,10.1,0.18,54.0,0.9978,168.0,3.58,6.4,11.9,0.68,5.0
1579,9.0,0.31,50.0,0.9989,191.0,3.22,7.6,13.4,0.53,4.0
1580,9.5,0.31,13.0,1.0004,119.0,3.18,9.8,15.4,0.45,5.0
1581,11.5,0.3,32.0,0.9938,84.0,2.94,9.0,7.2,0.32,6.0
1582,11.9,0.24,46.0,0.9934,108.0,3.03,8.4,7.4,0.33,7.0
1583,10.1,0.18,54.0,0.9978,168.0,3.58,6.4,11.9,0.68,5.0
1584,9.2,0.25,52.0,0.9956,209.0,3.21,6.4,7.8,0.42,6.0
1585,8.7,0.3,46.0,0.9982,165.0,3.02,7.3,13.5,0.4,5.0
1586,9.8,0.31,34.0,0.9948,147.0,3.11,9.3,1.3,0.46,5.0
1587,9.2,0.25,52.0,0.9956,209.0,3.21,6.4,7.8,0.42,6.0
1588,8.7,0.3,46.0,0.9982,165.0,3.02,7.3,13.5,0.4,5.0
1589,11.2,0.27,27.0,0.9926,122.0,3.35,7.0,1.5,0.48,6.0
1590,12.3,0.14,30.0,0.991,165.0,3.08,7.9,1.2,0.82,6.0
1591,10.4,0.12,49.0,0.9945,161.0,3.34,6.4,6.4,0.44,6.0
1592,10.7,0.21,25.0,0.9916,111.0,3.13,6.8,1.2,0.41,6.0
1593,10.5,0.16,9.0,0.9953,63.0,3.13,8.6,7.3,0.59,6.0
1594,9.4,0.29,37.0,0.9938,136.0,2.95,7.0,3.8,0.4,6.0
1595,9.2,0.27,53.0,0.9956,206.0,3.24,6.4,7.3,0.43,6.0
1596,11.9,0.55,56.0,0.9906,122.0,3.15,6.6,2.7,0.3,5.0
1597,9.2,0.27,53.0,0.9956,206.0,3.24,6.4,7.3,0.43,6.0
1598,9.9,0.24,24.0,0.9932,108.0,3.27,6.3,1.4,0.39,6.0
1599,11.4,0.33,20.0,0.9914,94.0,3.11,6.7,1.6,0.5,6.0
1600,9.4,0.29,37.0,0.9938,136.0,2.95,7.0,3.8,0.4,6.0
1601,10.7,0.34,55.0,0.996,223.0,3.08,8.2,8.0,0.52,6.0
1602,12.7,0.39,27.0,0.9906,77.0,3.28,5.6,4.7,0.36,5.0
1603,13.5,0.41,10.0,0.98815,53.0,3.32,5.6,1.9,0.5,7.0
1604,9.5,0.41,39.0,0.9942,137.0,3.24,6.7,2.8,0.35,5.0
1605,12.9,0.26,31.0,0.9903,113.0,3.37,7.1,2.2,0.42,9.0
1606,12.5,0.32,44.0,0.9906,109.0,3.07,7.5,1.7,0.46,6.0
1607,9.5,0.19,44.0,0.9935,118.0,3.34,5.8,4.9,0.38,7.0
1608,8.6,0.27,59.0,1.0024,235.0,2.98,6.9,23.5,0.47,5.0
1609,10.0,0.2,46.0,0.9968,212.0,3.09,8.1,11.8,0.46,7.0
1610,12.5,0.32,44.0,0.9906,109.0,3.07,7.5,1.7,0.46,6.0
1611,10.1,0.26,19.0,0.9941,100.0,3.12,8.2,5.2,0.34,6.0
1612,11.3,0.26,28.0,0.9919,87.0,3.03,7.8,3.2,0.32,7.0
1613,10.6,0.14,42.0,0.9928,120.0,3.26,8.0,1.5,0.4,7.0
1614,10.8,0.29,40.0,0.9958,131.0,3.14,8.0,11.7,0.34,5.0
1615,10.7,0.19,42.0,0.9932,140.0,3.4,7.5,1.6,0.47,6.0
1616,9.0,0.34,61.0,0.9957,206.0,3.09,6.9,7.3,0.4,6.0
1617,9.2,0.2,17.0,0.9937,143.0,3.22,6.2,1.6,0.52,6.0
1618,8.5,0.37,53.0,0.9982,243.0,3.14,6.4,13.3,0.48,6.0
1619,11.3,0.22,31.0,0.9928,128.0,3.41,6.2,6.0,0.36,8.0
1620,11.3,0.26,28.0,0.9919,87.0,3.03,7.8,3.2,0.32,7.0
1621,9.4,0.32,17.0,0.9956,131.0,3.13,8.9,1.6,0.34,5.0
1622,8.7,0.44,16.0,0.9957,169.0,3.11,6.5,7.7,0.37,6.0
1623,9.4,0.14,22.0,0.9954,118.0,3.36,7.0,5.9,0.36,6.0
1624,10.5,0.17,46.0,0.993,131.0,3.09,9.0,1.0,0.51,7.0
1625,9.7,0.26,37.0,0.9954,161.0,3.38,6.4,6.4,0.53,6.0
1626,10.2,0.22,52.0,0.9987,195.0,3.31,9.0,10.4,0.44,6.0
1627,9.4,0.32,17.0,0.9956,131.0,3.13,8.9,1.6,0.34,5.0
1628,11.5,0.2,14.0,0.9928,108.0,3.19,8.2,3.5,0.35,6.0
1629,9.6,0.15,21.0,0.9951,98.0,2.94,7.8,7.7,0.31,6.0
1630,11.4,0.25,6.0,0.993,121.0,3.23,6.9,1.8,0.7,5.0
1631,11.5,0.2,14.0,0.9928,108.0,3.19,8.2,3.5,0.35,6.0
1632,12.2,0.28,28.0,0.9926,111.0,3.41,7.1,6.5,0.58,8.0
1633,11.0,0.19,15.0,0.9938,110.0,3.2,7.4,6.7,0.38,7.0
1634,9.2,0.25,50.0,1.0001,228.0,3.03,8.3,16.8,0.52,6.0
1635,10.2,0.14,21.0,0.9933,126.0,3.26,7.5,1.6,0.45,6.0
1636,10.0,0.49,29.0,0.9952,149.0,3.21,7.8,7.0,0.33,5.0
1637,9.7,0.12,43.0,0.9934,160.0,3.13,8.1,1.2,0.48,6.0
1638,9.2,0.47,42.0,0.9988,220.0,2.96,7.6,13.0,0.51,5.0
1639,10.5,0.22,26.0,0.993,105.0,3.1,7.9,3.8,0.39,5.0
1640,10.0,0.49,29.0,0.9952,149.0,3.21,7.8,7.0,0.33,5.0
1641,10.1,0.22,42.0,0.9948,151.0,3.27,6.4,7.5,0.52,6.0
1642,9.1,0.19,50.0,0.9998,134.0,3.42,7.3,15.55,0.36,7.0
1643,10.2,0.3,50.0,0.9971,144.0,3.09,8.1,12.3,0.57,7.0
1644,9.1,0.19,50.0,0.9998,134.0,3.42,7.3,15.55,0.36,7.0
1645,10.5,0.24,50.0,0.9962,149.0,3.17,7.5,9.4,0.59,7.0
1646,10.1,0.22,42.0,0.9948,151.0,3.27,6.4,7.5,0.52,6.0
1647,12.1,0.21,20.0,0.99,99.0,3.05,7.8,1.2,0.28,7.0
1648,10.2,0.3,31.0,0.9942,100.0,3.4,7.1,1.6,0.59,5.0
1649,9.4,0.26,39.0,0.9965,166.0,3.65,6.9,1.6,0.52,4.0
1650,12.8,0.31,27.0,0.9912,131.0,3.08,7.6,3.95,0.67,7.0
1651,9.0,0.42,48.0,0.9978,209.0,3.12,6.4,12.8,0.58,6.0
1652,10.9,0.29,29.0,0.9928,118.0,3.24,8.2,1.0,0.36,4.0
1653,8.8,0.33,35.0,1.0103,176.0,3.15,7.9,31.6,0.38,6.0
1654,9.0,0.46,19.0,0.9956,184.0,3.11,6.6,7.4,0.38,5.0
1655,10.2,0.28,27.0,0.9936,142.0,3.09,7.8,1.3,0.59,5.0
1656,9.2,0.15,21.0,0.9929,98.0,3.19,5.8,1.1,0.48,5.0
1657,11.3,0.4,34.0,0.9966,162.0,3.26,7.8,7.8,0.58,6.0
1658,8.8,0.31,52.0,0.9964,220.0,3.12,6.6,7.7,0.45,5.0
1659,9.3,0.325,53.0,0.996,217.0,3.16,6.6,7.7,0.4,5.0
1660,9.4,0.27,62.0,0.9959,217.0,3.17,6.6,7.8,0.45,6.0
1661,10.3,0.26,54.0,0.9954,191.0,3.23,6.7,8.3,0.4,6.0
1662,10.8,0.21,30.0,0.9914,114.0,2.92,6.7,1.4,0.42,7.0
1663,8.8,0.33,35.0,1.0103,176.0,3.15,7.9,31.6,0.38,6.0
1664,9.0,0.28,32.0,1.0004,177.0,3.27,8.1,15.4,0.58,4.0
1665,11.5,0.13,48.0,0.9911,114.0,3.41,6.5,1.0,0.51,8.0
1666,10.8,0.445,8.0,0.9938,84.0,3.25,7.8,1.0,0.43,5.0
1667,11.8,0.39,33.0,0.9927,128.0,2.95,8.8,5.9,0.51,6.0
1668,10.5,0.18,20.0,0.9922,72.0,3.12,7.9,1.2,0.38,7.0
1669,9.9,0.31,10.0,0.9924,124.0,3.14,7.1,1.2,0.44,6.0
1670,9.8,0.24,33.0,0.9963,160.0,3.2,7.8,6.7,0.56,6.0
1671,11.4,0.35,27.0,0.9936,87.0,3.4,7.0,6.5,0.42,7.0
1672,9.3,0.26,41.0,0.9951,168.0,3.2,6.6,4.8,0.38,5.0
1673,9.3,0.27,35.0,0.9951,163.0,3.2,6.6,5.3,0.38,5.0
1675,8.9,0.27,65.0,0.9961,224.0,3.17,6.2,8.8,0.47,5.0
1676,11.4,0.35,27.0,0.9936,87.0,3.4,7.0,6.5,0.42,7.0
1677,11.1,0.23,60.0,0.992,156.0,3.11,7.3,1.8,0.35,6.0
1678,10.4,0.3,42.0,0.9944,170.0,3.36,6.2,6.6,0.45,6.0
1679,10.1,0.35,18.0,0.9944,117.0,3.33,6.4,5.7,0.43,5.0
1680,9.0,0.32,44.0,1.0008,197.0,3.22,7.6,18.35,0.55,5.0
1681,11.9,0.31,49.0,0.9962,212.0,3.74,6.3,10.0,0.55,6.0
1682,9.0,0.25,55.0,0.9986,205.0,3.12,7.2,14.4,0.38,7.0
1683,9.0,0.25,55.0,0.9986,205.0,3.12,7.2,14.4,0.38,7.0
1684,9.1,0.26,41.5,1.0,195.0,3.06,7.3,17.85,0.44,7.0
1685,9.0,0.25,55.0,0.9986,205.0,3.12,7.2,14.4,0.38,7.0
1686,10.0,0.26,42.0,0.9982,147.0,3.46,7.4,9.4,0.72,5.0
1687,9.1,0.26,41.5,1.0,195.0,3.06,7.3,17.85,0.44,7.0
1689,11.4,0.16,28.0,0.9915,123.0,3.27,7.1,1.3,0.55,6.0
1690,9.7,0.43,7.0,0.9951,175.0,3.11,9.0,1.5,0.45,4.0
1691,9.0,0.25,55.0,0.9986,205.0,3.12,7.2,14.4,0.38,7.0
1692,11.8,0.24,41.0,0.9927,213.0,3.28,7.0,4.2,0.49,6.0
1693,10.2,0.265,54.0,0.9955,198.0,3.25,6.7,8.6,0.41,5.0
1694,9.2,0.12,47.0,0.9952,150.0,3.37,7.7,1.4,0.42,6.0
1695,11.0,0.21,35.0,0.9928,132.0,3.25,7.2,3.0,0.4,6.0
1696,10.0,0.32,47.0,0.9982,190.0,3.08,8.5,14.9,0.31,6.0
1697,12.2,0.18,39.0,0.9914,190.0,3.32,6.9,2.0,0.37,6.0
1698,11.8,0.24,41.0,0.9927,213.0,3.28,7.0,4.2,0.49,6.0
1699,11.6,0.26,35.0,0.9918,175.0,3.38,6.3,2.2,0.43,6.0
1700,10.2,0.26,25.0,0.9944,121.0,3.44,6.7,1.8,0.61,6.0
1701,10.3,0.29,43.0,0.9969,208.0,3.14,7.9,11.1,0.46,5.0
1702,8.6,0.27,6.0,0.9955,114.0,3.25,6.5,4.2,0.35,4.0
1703,9.6,0.33,27.0,0.9954,151.0,3.16,6.7,6.4,0.44,5.0
1704,9.6,0.31,25.0,0.9955,148.0,3.16,6.7,6.4,0.45,5.0
1705,11.3,0.25,32.0,0.9921,127.0,3.41,6.6,1.5,0.47,6.0
1706,9.9,0.24,38.0,0.9934,157.0,3.41,6.4,1.5,0.55,6.0
1707,9.6,0.26,48.0,0.9998,179.0,3.45,6.8,16.95,0.4,5.0
1708,10.6,0.61,25.0,0.9946,161.0,3.36,7.0,1.7,0.6,4.0
1709,9.8,0.22,50.0,0.9984,180.0,3.44,6.8,13.6,0.39,5.0
1710,10.5,0.31,10.0,0.9924,67.0,3.08,8.1,1.6,0.47,5.0
1711,10.8,0.2,31.0,0.9939,120.0,3.24,7.0,6.1,0.51,5.0
1712,10.0,0.18,25.0,0.995,178.0,3.22,7.9,3.0,0.51,6.0
1713,10.1,0.34,23.0,0.9957,136.0,3.3,6.6,6.2,0.49,6.0
1714,9.4,0.3,35.0,0.9953,116.0,3.07,6.8,6.6,0.48,5.0
1715,11.5,0.18,43.0,0.9912,148.0,3.32,6.5,1.6,0.59,8.0
1716,10.8,0.21,29.0,0.9939,108.0,3.26,7.0,6.0,0.5,6.0
1717,9.9,0.27,19.0,0.9921,142.0,3.1,6.8,1.5,0.43,6.0
1718,9.0,0.2,28.0,0.9954,178.0,3.16,9.3,1.7,0.43,4.0
1719,9.4,0.23,24.0,0.9933,69.0,3.38,5.8,1.8,0.31,6.0
1720,10.8,0.2,30.0,0.9941,180.0,3.46,7.6,2.6,0.44,7.0
1721,10.9,0.15,24.0,0.995,190.0,3.5,8.2,2.7,0.45,7.0
1722,12.0,0.4,33.0,0.9977,148.0,3.24,7.5,19.5,0.38,6.0
1723,11.5,0.18,43.0,0.9912,148.0,3.32,6.5,1.6,0.59,8.0
1724,10.5,0.13,31.0,0.9945,122.0,3.47,7.0,5.0,0.42,6.0
1725,9.3,0.17,55.0,0.9952,152.0,3.29,6.9,4.6,0.37,6.0
1726,11.8,0.3,28.0,0.9924,97.0,3.23,7.0,6.4,0.44,6.0
1727,10.0,0.445,68.0,0.9986,212.0,3.48,7.6,14.5,0.36,6.0
1728,9.4,0.3,35.0,0.9953,116.0,3.07,6.8,6.6,0.48,5.0
1729,11.4,0.22,45.0,0.9939,138.0,3.2,7.5,6.7,0.68,6.0
1730,10.4,0.23,40.0,0.9929,99.0,2.94,9.2,1.1,0.3,6.0
1731,9.5,0.34,68.0,0.9988,198.0,3.36,8.7,13.8,0.37,6.0
1732,11.9,0.545,48.0,0.9906,111.0,3.14,6.6,2.5,0.32,5.0
1733,11.1,0.3,49.0,0.9914,123.0,2.99,8.1,1.1,0.45,6.0
1734,9.6,0.16,50.0,0.9978,185.0,3.39,6.9,9.6,0.38,6.0
1735,12.0,0.32,56.0,0.9928,178.0,3.29,8.0,4.6,0.47,6.0
1736,8.7,0.22,15.0,0.9948,104.0,3.14,6.1,3.1,0.42,5.0
1737,9.6,0.16,50.0,0.9978,185.0,3.39,6.9,9.6,0.38,6.0
1738,10.0,0.15,19.0,0.9946,101.0,3.24,7.5,1.8,0.44,5.0
1739,11.4,0.29,4.0,0.9908,55.0,2.91,8.4,1.05,0.32,4.0
1740,9.6,0.37,23.0,0.9954,150.0,3.14,6.6,6.5,0.45,6.0
1741,12.9,0.38,28.0,0.9906,152.0,3.18,7.7,2.0,0.32,6.0
1742,9.7,0.25,47.0,0.99705,142.0,3.14,6.3,14.9,0.35,6.0
1743,9.3,0.3,33.0,0.9982,169.0,3.23,8.3,10.0,0.51,6.0
1744,9.1,0.22,52.0,0.9932,136.0,3.1,6.6,1.1,0.3,5.0
1745,8.6,0.34,46.0,0.9977,238.0,3.16,6.1,12.0,0.48,5.0
1746,9.9,0.22,33.0,0.994,87.0,3.14,7.5,4.8,0.42,5.0
1747,9.3,0.3,33.0,0.9982,169.0,3.23,8.3,10.0,0.51,6.0
1748,10.9,0.27,20.0,0.9929,102.0,3.28,8.0,1.2,0.42,5.0
1749,10.2,0.17,45.0,0.9924,135.0,3.2,6.1,1.5,0.43,6.0
1750,9.7,0.18,44.0,0.9966,174.0,3.11,7.4,10.4,0.57,6.0
1751,11.4,0.16,40.0,0.9921,153.0,3.38,6.7,2.5,0.51,7.0
1752,9.5,0.255,53.0,0.9967,197.0,3.24,6.1,12.3,0.54,6.0
1753,10.2,0.23,43.0,0.9934,141.0,3.42,7.4,1.4,0.54,7.0
1754,11.1,0.16,33.0,0.9914,93.0,3.31,6.4,2.2,0.43,6.0
1755,9.7,0.25,47.0,0.99705,142.0,3.14,6.3,14.9,0.35,6.0
1756,9.3,0.27,54.0,0.9961,202.0,3.22,6.7,8.0,0.43,5.0
1757,8.8,0.29,56.0,0.9967,215.0,3.17,6.9,8.6,0.44,5.0
1758,10.6,0.21,12.0,0.9926,53.0,2.8,9.6,1.2,0.46,5.0
1760,10.2,0.28,67.0,0.99435,181.0,3.31,6.4,5.4,0.35,6.0
1761,10.2,0.3,31.0,0.9948,124.0,3.16,8.0,5.7,0.51,6.0
1762,11.0,0.17,20.0,0.9916,98.0,3.46,6.4,1.5,0.42,7.0
1763,9.6,0.21,18.0,0.997,112.0,3.4,7.3,10.9,0.5,6.0
1764,9.3,0.27,54.0,0.9961,202.0,3.22,6.7,8.0,0.43,5.0
1765,8.8,0.29,56.0,0.9967,215.0,3.17,6.9,8.6,0.44,5.0
1766,8.8,0.32,56.0,0.9961,209.0,3.17,6.6,7.7,0.45,5.0
1767,8.9,0.32,50.0,0.9955,179.0,3.28,7.4,1.7,0.69,5.0
1768,10.0,0.37,58.0,0.9922,144.0,3.17,6.6,1.4,0.38,5.0
1769,12.2,0.43,33.0,0.9918,102.0,3.16,7.7,4.5,0.56,7.0
1770,10.9,0.39,33.0,0.9955,181.0,3.04,7.8,9.9,0.42,6.0
1771,9.5,0.18,40.0,0.9941,141.0,3.34,6.5,1.4,0.72,6.0
1772,10.9,0.4,32.0,0.9955,178.0,3.04,7.8,9.5,0.43,6.0
1773,10.9,0.39,33.0,0.9955,181.0,3.04,7.8,9.9,0.42,6.0
1774,10.8,0.19,33.0,0.9924,99.0,3.16,6.9,3.0,0.4,6.0
1775,12.0,0.49,28.0,0.9973,135.0,3.24,7.7,19.6,0.4,6.0
1776,9.8,0.25,42.0,0.999,163.0,3.56,6.6,14.0,0.47,5.0
1777,9.5,0.18,40.0,0.9941,141.0,3.34,6.5,1.4,0.72,6.0
1778,11.0,0.15,43.0,0.9922,150.0,3.42,6.4,1.8,0.69,8.0
1779,11.0,0.15,43.0,0.9922,150.0,3.42,6.4,1.8,0.69,8.0
1780,9.8,0.17,47.0,0.9953,150.0,3.24,8.4,5.4,0.38,5.0
1781,10.5,0.32,13.0,0.9945,200.0,3.49,6.1,1.8,0.44,4.0
1782,11.4,0.21,73.0,0.9945,142.0,3.05,8.5,9.25,0.37,6.0
1783,10.1,0.45,17.0,0.9957,100.0,3.27,8.7,1.5,0.57,6.0
1784,11.6,0.24,54.0,0.9932,127.0,3.33,6.7,6.8,0.46,7.0
1785,11.4,0.21,73.0,0.9945,142.0,3.05,8.5,9.25,0.37,6.0
1786,11.8,0.33,29.0,0.9913,115.0,3.07,7.4,2.6,0.52,7.0
1787,12.1,0.26,50.0,0.9909,158.0,3.33,7.2,2.1,0.43,7.0
1788,12.0,0.36,37.0,0.9939,122.0,3.16,8.2,7.6,0.34,5.0
1789,12.1,0.2,26.0,0.991,189.0,3.08,7.8,1.6,0.74,7.0
1790,9.1,0.16,26.0,0.9954,176.0,3.15,9.4,1.4,0.46,5.0
1791,9.3,0.33,25.0,0.9943,117.0,3.36,6.4,1.6,0.5,5.0
1792,10.4,0.22,21.0,0.993,153.0,3.2,7.8,1.4,0.53,6.0
1793,9.1,0.35,42.0,1.0002,187.0,3.27,7.4,17.95,0.64,5.0
1794,9.4,0.37,23.0,0.9946,120.0,3.32,6.6,2.0,0.54,5.0
1795,9.6,0.37,22.0,0.9953,149.0,3.16,6.7,6.3,0.47,6.0
1796,12.0,0.37,27.0,0.9918,126.0,3.19,7.1,1.4,0.62,5.0
1797,11.3,0.25,37.0,0.9936,128.0,3.27,6.9,9.05,0.34,8.0
1798,8.7,0.23,56.0,0.9984,173.0,3.06,6.8,15.4,0.41,6.0
1799,9.9,0.26,35.0,0.9956,162.0,3.39,6.4,7.1,0.58,6.0
1800,9.3,0.3,57.0,0.9966,191.0,3.08,7.6,10.2,0.4,6.0
1801,9.5,0.16,14.0,0.9942,67.0,3.07,9.4,1.6,0.32,5.0
1802,8.7,0.23,56.0,0.9984,173.0,3.06,6.8,15.4,0.41,6.0
1803,9.9,0.26,35.0,0.9956,162.0,3.39,6.4,7.1,0.58,6.0
1804,9.3,0.3,57.0,0.9966,191.0,3.08,7.6,10.2,0.4,6.0
1805,9.4,0.33,29.0,0.9974,119.0,3.16,7.5,12.4,0.39,5.0
1806,9.4,0.38,9.0,0.9944,116.0,3.15,7.6,3.4,0.41,5.0
1807,8.8,0.2,60.0,1.0008,184.0,3.28,8.8,15.0,0.79,6.0
1808,9.4,0.33,29.0,0.9974,119.0,3.16,7.5,12.4,0.39,5.0
1809,8.8,0.2,60.0,1.0008,184.0,3.28,8.8,15.0,0.79,6.0
1810,9.9,0.36,39.0,0.9928,184.0,3.18,6.6,1.5,0.41,6.0
1811,9.4,0.38,9.0,0.9944,116.0,3.15,7.6,3.4,0.41,5.0
1812,12.6,0.46,24.0,0.9908,72.0,3.29,5.6,4.8,0.37,6.0
1813,11.1,0.15,18.0,0.9917,110.0,3.19,7.2,1.2,0.43,6.0
1814,12.8,0.42,31.0,0.9911,100.0,3.0,8.2,4.1,0.32,7.0
1815,12.0,0.3,10.0,0.9912,164.0,3.09,6.8,2.8,0.53,6.0
1816,12.0,0.27,34.0,0.9953,131.0,3.36,6.7,13.9,0.5,7.0
1817,9.2,0.5,46.0,0.9932,114.0,3.19,7.2,0.8,0.34,4.0
1818,12.3,0.26,27.0,0.9896,96.0,3.38,6.0,1.0,0.44,6.0
1819,13.0,0.33,38.0,0.9889,131.0,3.19,6.8,1.2,0.41,6.0
1820,12.0,0.3,10.0,0.9912,164.0,3.09,6.8,2.8,0.53,6.0
1821,10.9,0.29,23.0,0.9926,110.0,3.07,7.4,1.7,0.38,5.0
